clean_text,emotion_label,stress_label
susah pindah on jadi malam teman kantor,sad,0.74
balas dendam baik jadi diri ali bin abi thalib,neutral,0.26
cuddle malu takut tidur ngorok,anxious,0.75
lelah puas hasil bagus banget kampus,happy,0.24
duduk dengar musik pikir malam,neutral,0.26
lelah ya pas jalan keluarga,sad,0.74
pagi pergi sebentar minimarket banget,neutral,0.24
kecewa banget hasil coba santai rumah teman kantor,sad,0.64
produktif suasana hati bagus bareng teman,happy,0.15
senang banget ketemu teman bareng teman teman kantor,happy,0.22
tidak ada spesial pikir bareng teman,neutral,0.32
marah banget kerja beranta,angry,0.8
marah banget kerja beranta rumah teman kantor,angry,0.87
takut hasil jelek banget asli bareng teman keluarga,anxious,0.95
takut hasil jelek kantor teman kantor,anxious,0.87
semangat sender,happy,0.18
lelah lucu malam teman kantor,sad,0.83
marah banget kerja beranta malam teman kantor,angry,0.65
tugas selesai lega banget pagi,happy,0.07
duduk dengar musik banget malam keluarga,neutral,0.4
tidak ada spesial banget asli pagi keluarga,neutral,0.29
orang bikin emosi banget ya pagi keluarga,angry,0.8
lelah hadap orang egois sumpah bareng teman teman kantor,angry,0.86
sabar bohong serius keluarga,angry,0.78
takut hasil jelek lucu bareng teman keluarga,anxious,0.85
sedih banget banget malam keluarga,sad,0.78
malam pikir sedih rumah keluarga,sad,0.75
pikir susah tidur serius rumah,anxious,0.74
makan favorit bikin bahagia serius bareng teman,happy,0.17
selesai makan siang pikir rumah teman kantor,neutral,0.3
geram banget layan ya kampus,angry,0.84
marah banget kerja beranta bareng teman,angry,0.75
khawatir kondisi kampus,anxious,0.76
tidak mau tegang suruh sayang tidak usah zoom tidak boleh sayang,anxious,0.74
marah banget asli kampus,angry,0.69
berat banget jalan pikir kantor,sad,0.56
kesal banget orang tidak tepat sumpah kantor teman kantor,angry,0.67
besok jadwal meeting rutin serius kantor keluarga,neutral,0.33
kosong pagi keluarga,sad,0.81
kecewa banget hasil malam teman kantor,sad,0.55
geram banget layan sumpah kampus keluarga,angry,0.9
gugup random kantor teman kantor,anxious,0.78
duduk dengar musik pikir kantor keluarga,neutral,0.35
malam pikir sedih pikir kampus keluarga,sad,0.61
kesal banget orang tidak tepat pas jalan,angry,0.79
kabar gembira kulit manggis ekstrak mastin hadir rawat tubuh jadi mastin tampil sinar buat bahagia badan sehat rahasia mastin herbal rahasia alam indonesia penuh pesona pesona mastin mastiinn good,neutral,0.34
marah sumpah pagi,angry,0.86
besok jadwal meeting rutin bareng teman,neutral,0.3
baca berita santai lucu pas jalan,neutral,0.24
makan favorit bikin bahagia ya pas jalan,happy,0.07
produktif suasana hati bagus,happy,0.1
kabar keluarga pagi random pas jalan teman kantor,happy,0.1
minggu seru banget lucu bareng teman,happy,0.26
berat banget jalan bareng teman,sad,0.6
gugup banget asli kantor,anxious,0.72
orang bikin emosi banget kampus,angry,0.68
anjayy enak bagas,happy,0.17
geram banget layan pikir malam,angry,0.66
sabar bohong random,angry,0.75
pagi pergi sebentar minimarket pikir keluarga,neutral,0.37
anxious banget meeting sumpah malam,anxious,0.76
lelah puas hasil bagus sumpah pas jalan keluarga,happy,0.29
cemas jujur rumah,anxious,0.71
ngejalanin kadang kasihan keluarga takut malu,anxious,0.74
lelah puas hasil bagus serius kampus,happy,0.27
lelah pikir pagi,sad,0.69
tidak ada spesial banget bareng teman,neutral,0.42
geram banget layan jujur pagi teman kantor,angry,0.75
cuaca lumayan panas pikir pas jalan,neutral,0.37
lelah puas hasil bagus coba santai pas jalan,happy,0.07
besok jadwal meeting rutin banget asli kantor keluarga,neutral,0.22
kecewa wakil,sad,0.53
kabar keluarga pagi keluarga,happy,0.24
pagi pergi sebentar minimarket jujur kampus,neutral,0.26
gugup coba santai bareng teman,anxious,0.89
takut banget bocah cilik tetangga sakit hirup udara mendung tutup pintu,anxious,0.87
bikin pikir,angry,0.8
lolos interview kerja serius rumah keluarga,happy,0.09
makan favorit bikin bahagia malam teman kantor,happy,0.06
emosi lihat komentar orang jujur malam,angry,0.85
malam pikir sedih pikir pas jalan,sad,0.72
sepi,neutral,0.35
istirahat sebentar malam,sad,0.57
minggu seru banget keluarga,happy,0.25
deg degan tunggu hasil umum sumpah pagi,anxious,0.94
bingung takut ambil putus banget keluarga,anxious,0.81
kesal banget orang tidak tepat ya bareng teman,angry,0.69
gue tidak masalah ngekos kamar mandi rasa kamar mandi enak ya,happy,0.09
suka baca wattpad tidak aku wattpad prem sharing bulan gakepake sayang banget beli tanggal februari rep ya direct message maaf pinjam hati,neutral,0.31
sedih captionnya love my tannie,sad,0.62
ya kampus,sad,0.72
lelah jujur kantor keluarga,sad,0.71
kecewa banget hasil banget kantor keluarga,sad,0.55
takut mak marah kemas rumah,anxious,0.88
tidak ada spesial ya malam,neutral,0.37
bikin sumpah bareng teman,angry,0.92
takut hasil jelek malam,anxious,0.98
makan favorit bikin bahagia rumah,happy,0.29
minum kopi gelas tidak sehat tau kasihan perut mata mlotot kaget sksd pas noleh anjir cakap banget heran,anxious,0.88
makan favorit bikin bahagia kantor keluarga,happy,0.15
beyb sabtu ramai tidak ya by the way semangat ya moga laris manis,happy,0.07
kesal banget pikir kantor,angry,0.92
kesal banget orang tidak tepat keluarga,angry,0.82
cemas pikir jujur bareng teman,anxious,0.72
terima kasih juang tahan kuat kuat jangan pernah keluh juang semangat jangan sedih tuhan tani for me,happy,0.07
tidak ada spesial coba santai rumah,neutral,0.42
minggu seru banget pikir pagi,happy,0.23
khawatir kondisi random rumah teman kantor,anxious,0.74
besok jadwal meeting rutin banget rumah teman kantor,neutral,0.28
cemas pikir pikir rumah teman kantor,anxious,0.88
marah ya pagi teman kantor,angry,0.78
selesai makan siang kampus keluarga,neutral,0.3
lelah serius rumah,sad,0.62
cuaca lumayan panas pikir rumah keluarga,neutral,0.21
baca berita santai coba santai malam keluarga,neutral,0.26
marah banget kerja beranta keluarga,angry,0.94
lelah puas hasil bagus banget asli rumah teman kantor,happy,0.21
pelan pelan yvyv jnya dibalikn ranjang tidak kasar tidak kencang sayang yvyv nakal ya tinggal main ya main situ bantal hyung geleng geleng panik asli suara iya lembut banget tidak kayak marah tidak mau tidak puas yvyv,happy,0.19
cuaca lumayan panas serius pagi teman kantor,neutral,0.35
takut hasil jelek,anxious,0.95
kecewa banget hasil rumah keluarga,sad,0.63
marah banget kerja beranta pikir malam,angry,0.78
buat salah manusia buat pura pura mnimbulkan musuh khianat,neutral,0.36
dakwah kempen dakwah dar dakwah polisi dakwah penguatkuasaan sedih memperlekeh usaha,neutral,0.38
woilah pagi pagi bikin emosi anjir,angry,0.94
hilang semangat sumpah malam,sad,0.56
tugas selesai lega banget coba santai kantor,happy,0.28
salah salah salah emosi salah emosi salah putus salah putus salah tindak salah tindak salah hasil salah hasil salah nasib salah nasib salah hidup salah,angry,0.92
geram banget layan bareng teman,angry,0.78
kesal banget orang tidak tepat coba santai pagi,angry,0.95
ya allah farr duka hhuhupdhl ngepost batin kcg fara lucu bgtknp pergigapapaa faar meng tenang disanaa jangan sedih ya meng sedih,sad,0.67
habis beres kamar kerja jujur kampus,neutral,0.34
tonton youtube jujur bareng teman teman kantor,neutral,0.3
coba santai,neutral,0.38
baca berita santai serius pas jalan,neutral,0.23
hilang semangat banget asli teman kantor,sad,0.58
kosong sumpah malam,sad,0.66
aowkaowkaowkoakw semangat ayy,happy,0.12
produktif suasana hati bagus bareng teman,happy,0.08
kak sumpah tingkat hdd solid state drive tidak akan ngehank tidak sih tabung tingkat takut butuh praktikum dadak maju mundur tingkat,anxious,0.88
sabar bohong pikir rumah,angry,0.9
takut hasil jelek rumah keluarga,anxious,0.89
sumpah bareng teman,neutral,0.3
hawo mowning dynda kabar,neutral,0.32
kecewa banget hasil banget rumah,sad,0.82
produktif suasana hati bagus banget asli bareng teman teman kantor,happy,0.27
sabar bohong sumpah kampus,angry,0.67
marah lucu pagi,angry,0.86
kesal banget orang tidak tepat pikir kantor,angry,0.86
jangan marah tidak lagi peduli marah peduli tidak pernah harga,sad,0.72
sabar bohong serius kantor,angry,0.67
sangat senang atensi dunia mampu hasil tempat posisi debut senang lihat juang karirmu dapat turun rumah shen xiaoting yyds,happy,0.08
baca berita santai random pas jalan keluarga,neutral,0.26
marah,angry,0.87
ya allah pagi pagi emosi please pekan tolong pulang ya pulang tidak usah pikir,angry,0.97
pikir bareng teman,neutral,0.35
bikin serius kampus,angry,0.74
hilang semangat pikir,sad,0.6
minggu seru banget banget asli pagi,happy,0.24
kesal banget orang tidak tepat pikir malam,angry,0.68
istirahat sebentar coba santai rumah,sad,0.78
emosi lihat komentar orang jujur,angry,0.76
kabar keluarga pagi random pas jalan,happy,0.22
lelah hadap orang egois coba santai rumah,angry,0.88
berat banget jalan banget asli pagi keluarga,sad,0.8
kecewa banget hasil ya malam,sad,0.59
marah banget kerja beranta kampus,angry,0.88
sedih baca,sad,0.72
ya sukurin biar tidak nyinyir sebar fitnah kali,angry,0.89
orang bikin emosi banget banget asli pas jalan teman kantor,angry,0.89
marah,angry,0.9
minggu seru banget ya rumah keluarga,happy,0.07
senyum pas jadi banget kantor keluarga,happy,0.12
deg degan tunggu hasil umum lucu,anxious,0.94
lelah pikir,sad,0.78
gugup jujur kantor keluarga,anxious,0.95
hore kabar pagi love jiminie,happy,0.01
kabar keluarga pagi pikir bareng teman,happy,0.06
habis beres kamar kerja lucu keluarga,neutral,0.33
khawatir kondisi teman kantor,anxious,0.92
susah pindah on jadi pikir bareng teman,sad,0.59
orang bikin emosi banget random rumah,angry,0.76
tidak ada spesial sumpah pas jalan,neutral,0.29
coba ep budak cinta tolol lucu,happy,0.17
produktif suasana hati bagus lucu pagi,happy,0.05
lelah puas hasil bagus jujur malam keluarga,happy,0.05
emosi lihat komentar orang pikir kampus teman kantor,angry,0.85
kabar keluarga pagi malam,happy,0.18
geram banget layan jujur malam,angry,0.67
semangat ngantornyaa,happy,0.15
kali nyata senang tenang mata temu mata inupi inupi marah kesal tatap draken dehem draken,neutral,0.21
marah kampus teman kantor,angry,0.66
senang banget ketemu teman kantor,happy,0.24
baca berita santai random pas jalan,neutral,0.4
happy birthday marr bahagia ya,happy,0.05
malam pikir sedih pikir bareng teman,sad,0.7
tonton youtube kampus,neutral,0.34
benci karakter cheol kayak han sakit hati ditegesin peka tidak masalah his feeling towards nu the way he treated han that hate the main banget lucu jerk,angry,0.97
habis beres kamar kerja pikir pagi teman kantor,neutral,0.28
lelah puas hasil bagus coba santai rumah keluarga,happy,0.22
lelah puas hasil bagus ya rumah,happy,0.18
baca berita santai jujur kantor,neutral,0.33
sabar bohong jujur kampus,angry,0.66
baca berita santai ya kantor teman kantor,neutral,0.28
pagi cerah,happy,0.09
tidak ada spesial rumah,neutral,0.44
makan favorit bikin bahagia jujur pagi,happy,0.28
marah lucu kantor keluarga,angry,0.72
seram banget mio chan suka makan dinosaurus si,anxious,0.79
kecewa banget hasil coba santai pas jalan,sad,0.83
gapyear bangun jam pagi ajar tidak antuk jam tipsnya sender suka antuk tidur cepat minum air putih terima kasih,neutral,0.35
bareng teman,neutral,0.21
baca berita santai kampus keluarga,neutral,0.31
kesal banget bareng teman,angry,0.71
tugas selesai lega banget lucu kantor,happy,0.14
tonton youtube pikir bareng teman keluarga,neutral,0.41
kecewa banget hasil ya bareng teman keluarga,sad,0.77
kecewa banget hasil serius malam,sad,0.81
baca berita santai jujur pas jalan,neutral,0.31
kabar keluarga pagi ya keluarga,happy,0.17
marah sumpah pagi,angry,0.93
malam,neutral,0.41
bahagia kecewa,neutral,0.3
habis beres kamar kerja rumah,neutral,0.28
cemas pikir random kampus,anxious,0.79
sabtu ceria,happy,0.05
senang banget ketemu teman rumah,happy,0.26
orang bikin emosi banget coba santai pagi keluarga,angry,0.75
istilah kuda hitam sepak bola tim tidak unggul lejit kalah tim unggul kuda hitam tim hebat tidur bangkit agus harimurti yudhoyono milu bangkit,neutral,0.31
aaww ya semangat sehat lop,happy,0.02
sedih banget sumpah malam teman kantor,sad,0.71
kabar keluarga pagi pikir bareng teman teman kantor,happy,0.09
cemas lucu bareng teman keluarga,anxious,0.76
anxious banget meeting random kampus,anxious,0.9
tonton youtube coba santai keluarga,neutral,0.33
tidak ada spesial kampus,neutral,0.38
terima kasih yoongi bikin jumpalit malam dahal sedih hush sedih pergi hush hush,sad,0.53
mimpi bikin emosi orang bikin lapar pokok maadyaang sugeng anjing happy pekan,angry,0.99
berat banget jalan banget pagi,sad,0.65
khawatir kondisi pikir teman kantor,anxious,0.97
lelah hadap orang egois malam,angry,0.72
kabar ratu,neutral,0.36
orang bodoh ustad ikut bodoh,angry,0.98
emosi lihat komentar orang bareng teman,angry,0.89
tidak fanatik politis bro nilai obyektif benci rakyat bro politis dukung politis mentingin pribadi golong,neutral,0.22
malam pikir sedih jujur pagi,sad,0.8
takut gagal presentasi besok bareng teman,anxious,0.78
berat banget jalan lucu,sad,0.77
lolos interview kerja pikir,happy,0.12
lelah puas hasil bagus kantor,happy,0.18
follow ca ore ayo sepi kangkeceh,neutral,0.28
deg degan tunggu hasil umum coba santai malam,anxious,0.97
selesai makan siang banget asli,neutral,0.26
petai cina ampuh turun gula darah kali mintani suka makan petai cina yuk ngacung mintani suka banget manfaat petai cina yuk simak info grafis,neutral,0.23
baca berita santai pikir bareng teman keluarga,neutral,0.43
kabar keluarga pagi pikir bareng teman teman kantor,happy,0.22
banget teman kantor,neutral,0.24
marah ya rumah,angry,0.76
minggu seru banget rumah teman kantor,happy,0.14
khawatir kondisi random bareng teman keluarga,anxious,0.87
cemas coba santai bareng teman,anxious,0.73
marah banget kerja beranta ya pas jalan teman kantor,angry,0.86
kesal banget orang tidak tepat random kantor,angry,0.78
lelah puas hasil bagus banget asli,happy,0.12
baca berita santai banget asli pas jalan teman kantor,neutral,0.41
lolos interview kerja banget pas jalan teman kantor,happy,0.25
makan favorit bikin bahagia banget asli malam teman kantor,happy,0.15
coba by the way gaksih pakai serum vit cerah hiperpigmentasi alias gelap muka,neutral,0.23
takut gagal presentasi besok serius malam,anxious,0.83
kesal banget orang tidak tepat sumpah,angry,0.68
takut hasil jelek random pagi teman kantor,anxious,0.97
alah tai pagi emosi gue support sistem support sistem tatai anjing,angry,0.99
kesal banget orang tidak tepat keluarga,angry,0.88
tidak sih kecewa orang marah lucu beli acrylic frame majang pc bareng polaroid ortuku bilang doang sensitif ya nge korea pop bikin lupa orang tua bikin tidak mau kenal spesies cowok,angry,0.88
lelah kampus,sad,0.57
mentalbreakdance kemarin jauh sbntar tidak ingin bocah cilik kena vibe negatif emosi banget banting pintu kamar mandi mandi siram kepala menang kamar mandi mending,angry,0.86
makan favorit bikin bahagia random pas jalan teman kantor,happy,0.12
baca berita santai pikir kampus keluarga,neutral,0.32
anxious banget meeting coba santai teman kantor,anxious,0.9
selesai makan siang banget malam keluarga,neutral,0.4
suka banget tidak pernah cantol,sad,0.7
jimin sembuhjimin aktivitas hari,neutral,0.3
khawatir kondisi jujur bareng teman,anxious,0.88
sedih strees xde duit tau teh,sad,0.78
tugas selesai lega banget rumah keluarga,happy,0.14
baca berita santai serius rumah,neutral,0.44
cemas pikir jujur rumah,anxious,0.72
habis beres kamar kerja ya pas jalan,neutral,0.38
pikir susah tidur coba santai pas jalan,anxious,0.91
marah banget kerja beranta serius rumah,angry,0.72
tugas selesai lega banget sumpah pagi,happy,0.18
sedih banget kampus,sad,0.81
tidak ada spesial pikir kantor,neutral,0.22
kasihan cewek sedih banget ya pacar cowok jangan begitu anjir gue tau diindo susah ya terima kadang gue suka tutup jangan sakit orang tutup nyata selingkuh oi kasihan cowok cewek,angry,0.98
besok jadwal meeting rutin banget asli kampus,neutral,0.43
tonton youtube jujur kampus,neutral,0.31
makan favorit bikin bahagia banget kampus teman kantor,happy,0.19
sabar bohong serius pagi,angry,0.82
kesal banget bareng teman,angry,0.75
benci presiden senyum prasangka benci tidak lintas dendam sedikit ikhlas beliau super sabar nabi muhammad saw benci yahudi hindun islam rahmat lil alamin,neutral,0.34
lolos interview kerja pikir malam,happy,0.08
baca berita santai serius bareng teman keluarga,neutral,0.28
sedih,sad,0.67
deg degan tunggu hasil umum coba santai kampus,anxious,0.9
duduk dengar musik ya rumah keluarga,neutral,0.3
ya rumah keluarga,sad,0.83
buat orang orang salah pada perhati balas dendam mon buat benci jauh coba ajar tahan emosi kata,angry,0.86
makan favorit bikin bahagia random malam,happy,0.2
takut sembi,anxious,0.89
lelah hadap orang egois ya malam keluarga,angry,0.71
minggu seru banget sumpah pagi teman kantor,happy,0.12
geram banget layan random pas jalan,angry,0.7
deg degan tunggu hasil umum pikir kantor keluarga,anxious,0.95
pikir bareng teman keluarga,neutral,0.43
lelah hadap orang egois coba santai kantor,angry,0.76
senyum pas jadi serius malam teman kantor,happy,0.27
baca berita santai bareng teman keluarga,neutral,0.28
serius malam keluarga,neutral,0.38
scorpio asmara kasih setia asa cinta jangan suka main api,neutral,0.3
cuaca lumayan panas serius pas jalan teman kantor,neutral,0.36
gugup banget malam keluarga,anxious,0.77
kesal banget orang tidak tepat ya,angry,0.66
tidak ada spesial lucu pas jalan,neutral,0.36
kabar keluarga pagi kantor teman kantor,happy,0.07
deg degan tunggu hasil umum coba santai malam keluarga,anxious,0.88
senang banget ketemu teman banget asli rumah,happy,0.07
gugup coba santai malam teman kantor,anxious,0.75
baca berita santai kantor,neutral,0.25
eh,neutral,0.25
cemas pikir pas jalan teman kantor,anxious,0.82
lelah puas hasil bagus kampus,happy,0.06
random rumah,neutral,0.42
deg degan tunggu hasil umum random pagi,anxious,0.71
kecewa banget hasil banget pas jalan,sad,0.56
emosi lihat komentar orang banget asli bareng teman keluarga,angry,0.88
hilang semangat sumpah rumah,sad,0.69
kosong ya pas jalan,sad,0.62
lelah banget packing barang debu sedih knangan tahun rumah aktivitas laku situ,sad,0.72
anxious banget meeting banget asli malam,anxious,0.78
deg degan tunggu hasil umum pikir pas jalan keluarga,anxious,0.96
cemas pas jalan keluarga,anxious,0.95
kesal banget orang tidak tepat pikir bareng teman keluarga,angry,0.86
sabar bohong pikir bareng teman,angry,0.7
lelah hadap orang egois ya bareng teman,angry,0.83
susah pindah on jadi banget asli pagi,sad,0.72
besok jadwal meeting rutin sumpah kantor teman kantor,neutral,0.39
anxious banget meeting pikir kantor,anxious,0.77
mama orang orang ngelunjak ya diam orang tidak tega an ya jatuh tolol ngebantuin orang tidak bisa usaha,angry,0.95
takut ya,anxious,0.73
sumpah kampus teman kantor,sad,0.84
bingung takut ambil putus pikir,anxious,0.88
tugas selesai lega banget sumpah,happy,0.23
habis beres kamar kerja pas jalan teman kantor,neutral,0.26
bingung takut ambil putus ya pas jalan,anxious,0.97
takut gagal presentasi besok coba santai kampus,anxious,0.73
ya kantor,neutral,0.22
ya allah mika angkasa gue kaget cium doang anjing kebun aakghhghg,anxious,0.72
malam pikir sedih random rumah teman kantor,sad,0.81
semangat kyoo,happy,0.18
khawatir kondisi banget pagi,anxious,0.84
minggu seru banget pikir keluarga,happy,0.13
malam pikir sedih pikir kantor keluarga,sad,0.8
orang bikin emosi banget pagi keluarga,angry,0.73
minggu seru banget banget pagi,happy,0.11
kecewa banget hasil banget pagi teman kantor,sad,0.61
moga quarter life crisis ya semangat besteh,happy,0.09
semangat interview,happy,0.11
yuuta semangat senda,happy,0.11
takut hasil jelek pas jalan,anxious,0.96
cemas pikir kantor teman kantor,anxious,0.94
jujur kampus,sad,0.76
anjir sedih sn asa tidak lengkap,sad,0.63
kadrun kroco nasi bungkus order demo sepi order lapar kacau racau lucu tertawa,happy,0.11
emosi lihat komentar orang rumah keluarga,angry,0.78
deg degan tunggu hasil umum serius bareng teman teman kantor,anxious,0.86
anxious banget meeting malam,anxious,0.76
sumpah pagi,sad,0.57
kabar keluarga pagi coba santai kampus teman kantor,happy,0.14
sedih banget banget asli pagi keluarga,sad,0.7
takut gagal presentasi besok sumpah pas jalan keluarga,anxious,0.75
tonton youtube coba santai,neutral,0.32
banget asli pas jalan,neutral,0.45
marah malam teman kantor,angry,0.9
lolos interview kerja random keluarga,happy,0.09
bal suwepi kayak kota mati aktivitas pandemi sepi pol,neutral,0.34
cemas random kampus,anxious,0.74
hilang semangat pagi,sad,0.7
deg degan tunggu hasil umum random malam teman kantor,anxious,0.78
sedih banget serius kampus teman kantor,sad,0.69
sepi,neutral,0.3
lolos interview kerja ya pas jalan,happy,0.05
gugup pikir,anxious,0.84
emosi lihat komentar orang random rumah,angry,0.9
marah banget kerja beranta banget teman kantor,angry,0.85
emosi lihat komentar orang ya bareng teman,angry,0.91
bangun langsung sambut kabar tenang,happy,0.06
gugup pikir kantor,anxious,0.94
bikin sumpah malam,angry,0.89
cuaca lumayan panas serius rumah,neutral,0.23
cemas pikir random rumah,anxious,0.89
kosong pikir kampus,sad,0.74
tidak ada spesial ya kantor,neutral,0.39
lolos interview kerja jujur,happy,0.16
berat banget jalan jujur,sad,0.64
anxious banget meeting random pas jalan,anxious,0.96
habis beres kamar kerja pagi,neutral,0.39
baca berita santai banget kantor,neutral,0.35
pagi pergi sebentar minimarket jujur kampus teman kantor,neutral,0.21
sedih banget coba santai,sad,0.81
malam pikir sedih banget asli pagi,sad,0.85
iya lulus fh malu sangat tidak tau menyedihkn,angry,0.9
hilang semangat jujur rumah,sad,0.84
deg degan tunggu hasil umum lucu rumah keluarga,anxious,0.76
cari grabmart tokopedia fresh aplah macam enak wassap kang sayur titip tidak ada cart,neutral,0.23
tidak sedih tidak senang lempeng suasana hati gue,neutral,0.35
marah banget kerja beranta sumpah rumah teman kantor,angry,0.93
kantor teman kantor,sad,0.62
kecewa banget hasil coba santai rumah teman kantor,sad,0.61
suka banget lagu bangtan film out enak banget telinga tidak jangan lupa streaming platform musik ya yt pilih for for at the,happy,0.13
deg degan tunggu hasil umum,anxious,0.92
lelah puas hasil bagus lucu bareng teman keluarga,happy,0.13
tidak dengar suara denise pas ngecover lagu day sedih,sad,0.51
cemas random bareng teman,anxious,0.77
tau dengar tidak nyaman ya sop panggil suka kaget ekspresi panggil mbak tidak apa tidak apa biasa,neutral,0.37
lolos interview kerja pikir pagi,happy,0.28
hilang semangat banget,sad,0.74
pagi pergi sebentar minimarket sumpah bareng teman,neutral,0.23
streaming enjoy lagu enak lucu,happy,0.01
produktif suasana hati bagus pas jalan,happy,0.11
lelah puas hasil bagus banget asli rumah keluarga,happy,0.28
berat banget jalan lucu bareng teman teman kantor,sad,0.76
baca berita santai kampus,neutral,0.41
kabar keluarga pagi coba santai rumah keluarga,happy,0.27
lelah puas hasil bagus random pas jalan teman kantor,happy,0.18
takut hasil jelek malam teman kantor,anxious,0.72
tugas selesai lega banget pas jalan keluarga,happy,0.18
kesal banget orang tidak tepat pikir pagi,angry,0.86
lelah hadap orang egois sumpah malam,angry,0.86
kecewa banget hasil pas jalan,sad,0.77
makan favorit bikin bahagia sumpah pas jalan,happy,0.24
terima kasih ya bikin hari banget asli malam,happy,0.26
minggu seru banget pikir pas jalan,happy,0.2
ya bareng teman,sad,0.82
marah pikir pas jalan teman kantor,angry,0.81
senyum pas jadi coba santai rumah keluarga,happy,0.22
sabar bohong pikir kantor teman kantor,angry,0.72
gugup pas jalan,anxious,0.86
dia tidak banget jerawat radang on off mulu sedih banget,sad,0.72
kosong serius bareng teman teman kantor,sad,0.6
kosong kantor keluarga,sad,0.83
gugup pikir pagi,anxious,0.84
sabar bohong coba santai rumah keluarga,angry,0.85
anxious banget meeting pikir pagi,anxious,0.98
sedih banget pagi keluarga,sad,0.65
pusing dana kaget hilang pusing,anxious,0.8
susah pindah on jadi serius pagi,sad,0.55
selesai makan siang coba santai pas jalan teman kantor,neutral,0.24
maaf sayang tidak dulu opini kak tidak masuk akal hati nurani ya kali tidak apa pagi hem mending rusak hubung trusan tahan emosi jiwa lawan rekan tau,angry,0.89
puji tuhan kabar jimin sembuh covid tinggal proses pulih habis operasi jaga sehat istirahat ya,happy,0.06
gugup pikir pas jalan,anxious,0.89
geram banget layan malam,angry,0.7
harga orang cinta pergi dari sesal sisa,neutral,0.3
hilang semangat sumpah malam,sad,0.66
makan favorit bikin bahagia banget,happy,0.19
duduk dengar musik random malam keluarga,neutral,0.36
kombo diluc raiden enak tidak terlalu mental jangkau,happy,0.0
terima kasih ya bikin hari sumpah kampus,happy,0.13
tugas selesai lega banget serius malam teman kantor,happy,0.11
selesai makan siang pikir malam,neutral,0.36
oke kak wulan ya beyar senang dengar kabar baik selamat nikmat layan indihome selamat pekan beyar,neutral,0.34
banyak follow takut limit,anxious,0.88
disgusting poligami izin agama cegah zina rasul poligami bukan sama wanita muda janda lindung bukan buat ngewe halal tolol,angry,0.95
lelah serius malam,sad,0.65
bikin ya rumah,angry,0.87
peluk takut dosa tidak peluk mubadzir astagfirullah bestie,anxious,0.79
senyum pas jadi lucu,happy,0.29
geram banget layan banget bareng teman,angry,0.88
orang bikin emosi banget banget kantor,angry,0.78
cerah,happy,0.02
malam pikir sedih malam,sad,0.74
marah banget kerja beranta banget malam teman kantor,angry,0.67
tidak ada spesial coba santai malam keluarga,neutral,0.4
cuaca lumayan panas kampus,neutral,0.39
enak bangun lucu ayo cepat bangun mandi,happy,0.19
khawatir kondisi banget kampus,anxious,0.85
selesai makan siang sumpah kantor,neutral,0.29
bingung takut ambil putus rumah,anxious,0.77
orang bikin emosi banget sumpah,angry,0.75
sedih banget random kantor keluarga,sad,0.77
duduk dengar musik jujur malam,neutral,0.29
pikir susah tidur pagi,anxious,0.71
sabar bohong coba santai kampus teman kantor,angry,0.9
anxious banget meeting malam keluarga,anxious,0.83
pikir susah tidur sumpah kampus keluarga,anxious,0.83
lelah hadap orang egois sumpah pagi keluarga,angry,0.65
istirahat sebentar kampus,sad,0.62
pikir susah tidur banget rumah teman kantor,anxious,0.88
takut gagal presentasi besok banget pas jalan teman kantor,anxious,0.73
bahagia nikah pria wibawa wii bawa mobil wii bawa duit,neutral,0.35
nak set senang je awak cari anak orang kayak je kesal,angry,0.86
pikir susah tidur lucu rumah,anxious,0.89
habis beres kamar kerja random pagi teman kantor,neutral,0.3
kosong ya,sad,0.7
bego pelihara pelihara kudu tuyul ya mbak,angry,0.88
produktif suasana hati bagus sumpah pas jalan,happy,0.28
hilang semangat coba santai rumah,sad,0.55
pikir susah tidur banget asli kampus teman kantor,anxious,0.85
sedih ya wak,sad,0.67
tenaga kerja indonesia kaget germerlap kota kuala lumpur,neutral,0.35
marah kantor,angry,0.93
malam pikir sedih kantor,sad,0.61
senyum tidak jelas gara gara jungwon wonyoung kemarin lucu banget marah,happy,0.08
bikin keluarga,angry,0.93
makan favorit bikin bahagia banget malam,happy,0.15
emosi lihat komentar orang kampus keluarga,angry,0.81
marah pas jalan,angry,0.7
ajar cari tau suka exercise unik logical banget nge flow ya start gerak percaya bangun,neutral,0.22
aso oke makan biskut raya eh takut tokdei raya,anxious,0.8
tugas selesai lega banget pikir bareng teman,happy,0.18
butuh sayang biar semangat skripsi,happy,0.07
kabar baiik hore,happy,0.18
pagi pergi sebentar minimarket banget malam,neutral,0.42
habis beres kamar kerja keluarga,neutral,0.21
gugup pikir kantor keluarga,anxious,0.82
duduk dengar musik jujur malam,neutral,0.27
pikir susah tidur pikir kampus,anxious,0.93
lelah hadap orang egois sumpah pagi,angry,0.93
berat banget jalan random kantor keluarga,sad,0.76
hilang semangat banget asli pagi,sad,0.72
lolos interview kerja ya pagi,happy,0.07
minggu seru banget coba santai malam,happy,0.18
anxious banget meeting coba santai rumah,anxious,0.78
kompleks kakek jual lap pel memelas cerita sedih kasihan beli harga mahal eh besok garang banget marah kabur nenek emis kasih duit kasih makan ketemu indoapril tukar duit juta,angry,0.91
duduk dengar musik jujur pas jalan,neutral,0.45
produktif suasana hati bagus pas jalan teman kantor,happy,0.19
