clean_text,emotion_label,stress_label
emosi lihat komentar orang sumpah pagi keluarga,angry,0.84
malam pikir sedih kampus,sad,0.65
besok jadwal meeting rutin random kampus,neutral,0.32
pikir susah tidur rumah,anxious,0.79
cuaca lumayan panas pikir rumah,neutral,0.26
pagi pergi sebentar minimarket jujur pas jalan,neutral,0.21
pikir bareng teman,neutral,0.26
besok jadwal meeting rutin pas jalan,neutral,0.36
berat banget jalan ya bareng teman teman kantor,sad,0.74
besok jadwal meeting rutin malam,neutral,0.39
senyum pas jadi jujur bareng teman,happy,0.15
hilang semangat sumpah pas jalan,sad,0.62
produktif suasana hati bagus sumpah pas jalan,happy,0.28
sedih banget ya bareng teman,sad,0.55
selesai makan siang banget rumah,neutral,0.37
senyum pas jadi serius kampus,happy,0.07
lelah puas hasil bagus pikir kantor,happy,0.19
besok jadwal meeting rutin kantor keluarga,neutral,0.25
geram banget layan jujur pagi,angry,0.9
sedih banget random pas jalan,sad,0.73
sedih banget pikir malam teman kantor,sad,0.6
senang banget ketemu teman coba santai rumah teman kantor,happy,0.21
besok jadwal meeting rutin serius kantor,neutral,0.44
lelah hadap orang egois lucu rumah keluarga,angry,0.84
kosong sumpah kampus keluarga,sad,0.76
cemas pikir banget asli rumah,anxious,0.84
lelah pikir pas jalan teman kantor,sad,0.72
geram banget layan jujur,angry,0.9
cemas pikir jujur kantor teman kantor,anxious,0.95
senang banget ketemu teman serius pagi teman kantor,happy,0.21
cemas banget asli pagi,anxious,0.84
takut hasil jelek banget bareng teman keluarga,anxious,0.98
baca berita santai sumpah kampus,neutral,0.24
takut hasil jelek ya pas jalan teman kantor,anxious,0.97
malam pikir sedih sumpah pagi teman kantor,sad,0.83
produktif suasana hati bagus serius pas jalan,happy,0.1
makan favorit bikin bahagia sumpah pagi teman kantor,happy,0.16
berat banget jalan rumah,sad,0.63
takut hasil jelek coba santai pagi keluarga,anxious,0.79
senyum pas jadi banget pagi teman kantor,happy,0.26
pikir susah tidur ya malam,anxious,0.75
takut gagal presentasi besok pas jalan teman kantor,anxious,0.94
cemas pikir serius rumah keluarga,anxious,0.93
cuaca lumayan panas pikir kampus,neutral,0.37
marah coba santai bareng teman,angry,0.8
besok jadwal meeting rutin banget kantor,neutral,0.28
deg degan tunggu hasil umum lucu rumah keluarga,anxious,0.76
lelah serius rumah,sad,0.62
cemas lucu pagi,anxious,0.77
sabar bohong sumpah pagi,angry,0.81
cuaca lumayan panas coba santai pagi teman kantor,neutral,0.23
malam pikir sedih jujur bareng teman teman kantor,sad,0.6
terima kasih ya bikin hari malam,happy,0.15
marah pikir kantor,angry,0.79
kesal banget kantor keluarga,angry,0.94
banget asli kampus,sad,0.67
baca berita santai coba santai pas jalan keluarga,neutral,0.45
kesal banget orang tidak tepat lucu kantor,angry,0.86
bikin serius kampus teman kantor,angry,0.89
hilang semangat jujur kampus,sad,0.58
berat banget jalan kampus keluarga,sad,0.76
berat banget jalan banget asli kantor,sad,0.56
marah banget kerja beranta pikir rumah teman kantor,angry,0.7
produktif suasana hati bagus pikir pagi keluarga,happy,0.16
terima kasih ya bikin hari coba santai rumah,happy,0.3
marah banget kerja beranta banget bareng teman,angry,0.71
malam pikir sedih sumpah keluarga,sad,0.84
kabar keluarga pagi sumpah rumah teman kantor,happy,0.21
susah pindah on jadi bareng teman,sad,0.8
pikir susah tidur coba santai bareng teman,anxious,0.89
geram banget layan kantor,angry,0.7
makan favorit bikin bahagia bareng teman teman kantor,happy,0.26
habis beres kamar kerja ya malam,neutral,0.37
tonton youtube ya malam,neutral,0.21
kesal banget kampus teman kantor,angry,0.95
tonton youtube pikir kampus,neutral,0.39
cemas pikir pas jalan,anxious,0.92
terima kasih ya bikin hari banget bareng teman keluarga,happy,0.15
pagi pergi sebentar minimarket kampus,neutral,0.39
hilang semangat rumah teman kantor,sad,0.57
terima kasih ya bikin hari pikir kampus,happy,0.27
hilang semangat sumpah kantor,sad,0.75
sedih banget banget kantor,sad,0.73
khawatir kondisi ya,anxious,0.77
besok jadwal meeting rutin kantor teman kantor,neutral,0.23
emosi lihat komentar orang pikir rumah keluarga,angry,0.68
berat banget jalan banget pas jalan keluarga,sad,0.73
tidak ada spesial ya malam,neutral,0.41
pikir susah tidur lucu bareng teman,anxious,0.7
takut gagal presentasi besok ya teman kantor,anxious,0.97
duduk dengar musik lucu rumah,neutral,0.44
susah pindah on jadi serius rumah teman kantor,sad,0.65
malam pikir sedih banget pas jalan,sad,0.56
senang banget ketemu teman lucu malam,happy,0.26
malam pikir sedih,sad,0.64
orang bikin emosi banget banget asli rumah keluarga,angry,0.81
tugas selesai lega banget kantor keluarga,happy,0.19
kesal banget orang tidak tepat ya pagi,angry,0.92
istirahat sebentar jujur rumah,sad,0.77
terima kasih ya bikin hari pas jalan teman kantor,happy,0.25
marah banget kerja beranta banget kantor,angry,0.66
tidak ada spesial pikir kampus,neutral,0.28
kosong sumpah rumah teman kantor,sad,0.66
berat banget jalan pikir pagi keluarga,sad,0.66
cemas pagi,anxious,0.75
khawatir kondisi serius bareng teman keluarga,anxious,0.71
takut hasil jelek sumpah bareng teman,anxious,0.73
minggu seru banget banget asli rumah keluarga,happy,0.08
senyum pas jadi coba santai kampus teman kantor,happy,0.21
terima kasih ya bikin hari jujur bareng teman keluarga,happy,0.23
makan favorit bikin bahagia coba santai kampus,happy,0.16
lelah ya pas jalan teman kantor,sad,0.68
kesal banget pikir pas jalan,angry,0.83
pagi pergi sebentar minimarket kantor,neutral,0.24
cuaca lumayan panas coba santai pas jalan,neutral,0.32
marah banget asli rumah,angry,0.8
bingung takut ambil putus lucu kantor keluarga,anxious,0.76
marah banget kerja beranta banget,angry,0.77
sabar bohong pikir pagi teman kantor,angry,0.66
cemas serius kampus,anxious,0.89
baca berita santai sumpah pas jalan,neutral,0.45
produktif suasana hati bagus bareng teman teman kantor,happy,0.08
selesai makan siang banget asli rumah,neutral,0.44
geram banget layan sumpah rumah,angry,0.75
tonton youtube pikir rumah teman kantor,neutral,0.3
kabar keluarga pagi sumpah malam,happy,0.16
orang bikin emosi banget ya rumah,angry,0.87
produktif suasana hati bagus sumpah teman kantor,happy,0.16
pagi pergi sebentar minimarket banget asli bareng teman,neutral,0.35
marah banget kerja beranta random rumah teman kantor,angry,0.88
jujur pas jalan,neutral,0.31
duduk dengar musik banget,neutral,0.37
lelah puas hasil bagus pikir,happy,0.1
cemas jujur bareng teman,anxious,0.76
baca berita santai sumpah pagi teman kantor,neutral,0.3
susah pindah on jadi bareng teman,sad,0.85
habis beres kamar kerja serius bareng teman,neutral,0.33
senyum pas jadi banget pas jalan teman kantor,happy,0.09
marah coba santai malam,angry,0.91
tonton youtube coba santai kampus,neutral,0.26
lelah rumah keluarga,sad,0.6
bikin random kampus keluarga,angry,0.7
tidak ada spesial banget rumah,neutral,0.33
lelah,sad,0.57
terima kasih ya bikin hari banget bareng teman,happy,0.05
tidak ada spesial pikir pas jalan keluarga,neutral,0.3
pikir susah tidur banget,anxious,0.91
marah banget kerja beranta random rumah,angry,0.75
deg degan tunggu hasil umum pagi,anxious,0.96
lolos interview kerja banget asli kampus,happy,0.06
habis beres kamar kerja jujur rumah,neutral,0.3
hilang semangat ya kantor,sad,0.67
istirahat sebentar serius malam,sad,0.61
lelah malam teman kantor,sad,0.66
makan favorit bikin bahagia pas jalan keluarga,happy,0.24
cemas pikir rumah,anxious,0.94
hilang semangat random rumah keluarga,sad,0.68
cemas pikir coba santai pagi keluarga,anxious,0.85
sabar bohong lucu rumah teman kantor,angry,0.79
kecewa banget hasil jujur pas jalan teman kantor,sad,0.68
produktif suasana hati bagus ya keluarga,happy,0.11
besok jadwal meeting rutin jujur,neutral,0.33
duduk dengar musik banget kantor,neutral,0.31
deg degan tunggu hasil umum jujur rumah,anxious,0.81
cemas pagi,anxious,0.76
habis beres kamar kerja pagi keluarga,neutral,0.43
bingung takut ambil putus lucu pas jalan teman kantor,anxious,0.87
lelah puas hasil bagus pagi teman kantor,happy,0.29
sedih banget serius bareng teman keluarga,sad,0.68
pikir susah tidur coba santai pagi,anxious,0.74
kecewa banget hasil bareng teman,sad,0.77
bingung takut ambil putus serius bareng teman,anxious,0.81
tugas selesai lega banget ya kantor,happy,0.14
pikir susah tidur jujur kantor,anxious,0.7
takut gagal presentasi besok pikir malam,anxious,0.83
kesal banget orang tidak tepat pikir pagi,angry,0.71
cemas pikir random,anxious,0.87
istirahat sebentar malam,sad,0.84
susah pindah on jadi banget asli,sad,0.62
gugup serius kampus,anxious,0.97
hilang semangat banget pagi,sad,0.75
tugas selesai lega banget coba santai pagi,happy,0.23
minggu seru banget pikir pas jalan,happy,0.29
geram banget layan bareng teman,angry,0.76
hilang semangat serius pas jalan,sad,0.64
minggu seru banget banget asli kampus,happy,0.29
deg degan tunggu hasil umum pikir malam,anxious,0.85
khawatir kondisi sumpah pas jalan,anxious,0.93
tonton youtube random bareng teman,neutral,0.29
cemas pikir random pagi,anxious,0.87
terima kasih ya bikin hari lucu pagi,happy,0.14
pikir susah tidur ya kantor,anxious,0.95
takut gagal presentasi besok sumpah pagi,anxious,0.87
sedih banget lucu rumah teman kantor,sad,0.6
takut hasil jelek lucu pas jalan,anxious,0.88
pagi pergi sebentar minimarket rumah,neutral,0.45
sedih banget serius pagi,sad,0.6
produktif suasana hati bagus pikir malam,happy,0.16
hilang semangat lucu kampus,sad,0.59
senyum pas jadi lucu kantor,happy,0.05
deg degan tunggu hasil umum coba santai bareng teman,anxious,0.82
sabar bohong serius keluarga,angry,0.78
berat banget jalan banget teman kantor,sad,0.82
cuaca lumayan panas banget kantor,neutral,0.23
tonton youtube kampus,neutral,0.28
kesal banget banget malam,angry,0.68
tidak ada spesial pikir kantor,neutral,0.22
emosi lihat komentar orang sumpah kampus,angry,0.9
senyum pas jadi jujur pagi,happy,0.28
anxious banget meeting pikir pas jalan,anxious,0.81
produktif suasana hati bagus jujur pagi keluarga,happy,0.24
anxious banget meeting lucu rumah,anxious,0.93
kecewa banget hasil pikir kampus,sad,0.69
orang bikin emosi banget banget kampus,angry,0.9
ya pas jalan keluarga,sad,0.56
emosi lihat komentar orang pagi,angry,0.82
khawatir kondisi coba santai pas jalan,anxious,0.83
cuaca lumayan panas serius bareng teman,neutral,0.38
hilang semangat lucu kampus,sad,0.63
bingung takut ambil putus ya malam,anxious,0.83
duduk dengar musik serius,neutral,0.39
cuaca lumayan panas rumah,neutral,0.2
duduk dengar musik kantor keluarga,neutral,0.24
emosi lihat komentar orang serius pas jalan keluarga,angry,0.79
duduk dengar musik rumah,neutral,0.37
kesal banget orang tidak tepat banget asli kampus,angry,0.69
baca berita santai random bareng teman,neutral,0.22
tidak ada spesial banget kantor,neutral,0.21
anxious banget meeting jujur bareng teman,anxious,0.82
marah banget kerja beranta teman kantor,angry,0.8
pikir susah tidur banget asli bareng teman,anxious,0.82
pikir,neutral,0.2
selesai makan siang pikir pagi,neutral,0.31
malam pikir sedih coba santai rumah keluarga,sad,0.66
sabar bohong jujur pas jalan,angry,0.73
hilang semangat banget pas jalan,sad,0.7
anxious banget meeting random pas jalan,anxious,0.77
pagi pergi sebentar minimarket banget,neutral,0.38
lelah puas hasil bagus pikir malam,happy,0.2
anxious banget meeting ya kampus,anxious,0.78
malam pikir sedih malam,sad,0.68
besok jadwal meeting rutin lucu malam teman kantor,neutral,0.21
minggu seru banget serius pagi,happy,0.16
duduk dengar musik pagi,neutral,0.38
produktif suasana hati bagus kantor teman kantor,happy,0.23
sabar bohong banget bareng teman,angry,0.94
coba santai kampus,sad,0.83
susah pindah on jadi random pagi,sad,0.81
terima kasih ya bikin hari banget kampus,happy,0.13
kesal banget coba santai malam,angry,0.76
khawatir kondisi pas jalan,anxious,0.98
baca berita santai banget kantor,neutral,0.38
geram banget layan lucu kampus,angry,0.94
takut gagal presentasi besok coba santai pas jalan,anxious,0.92
selesai makan siang coba santai keluarga,neutral,0.25
lelah coba santai rumah,sad,0.85
istirahat sebentar ya pagi,sad,0.64
kecewa banget hasil ya malam,sad,0.65
lelah sumpah kantor,sad,0.84
susah pindah on jadi coba santai kantor,sad,0.61
takut gagal presentasi besok sumpah pas jalan teman kantor,anxious,0.78
berat banget jalan pikir pagi,sad,0.84
makan favorit bikin bahagia coba santai keluarga,happy,0.28
marah banget kerja beranta banget pagi teman kantor,angry,0.83
lelah hadap orang egois banget asli kantor,angry,0.67
geram banget layan banget asli,angry,0.75
duduk dengar musik coba santai kantor,neutral,0.34
pikir susah tidur banget,anxious,0.9
pagi pergi sebentar minimarket pagi keluarga,neutral,0.33
tidak ada spesial serius malam keluarga,neutral,0.39
pikir rumah,sad,0.83
besok jadwal meeting rutin pikir pas jalan,neutral,0.36
makan favorit bikin bahagia jujur pas jalan,happy,0.12
istirahat sebentar kampus,sad,0.72
minggu seru banget teman kantor,happy,0.08
lelah pikir pas jalan,sad,0.63
sedih banget random bareng teman keluarga,sad,0.59
kosong ya pas jalan keluarga,sad,0.56
lolos interview kerja banget asli malam,happy,0.17
selesai makan siang lucu bareng teman,neutral,0.23
pikir susah tidur banget malam keluarga,anxious,0.85
sumpah rumah,neutral,0.27
kesal banget orang tidak tepat banget bareng teman,angry,0.94
gugup sumpah bareng teman,anxious,0.86
makan favorit bikin bahagia random pas jalan,happy,0.13
takut hasil jelek,anxious,0.73
istirahat sebentar serius pagi keluarga,sad,0.79
takut hasil jelek kantor,anxious,0.94
marah lucu kampus keluarga,angry,0.81
bingung takut ambil putus malam,anxious,0.82
marah banget kerja beranta serius pagi,angry,0.7
tonton youtube random kantor teman kantor,neutral,0.28
sabar bohong coba santai malam teman kantor,angry,0.79
kosong pikir kampus,sad,0.65
berat banget jalan pikir pas jalan,sad,0.81
besok jadwal meeting rutin random,neutral,0.21
geram banget layan jujur kantor,angry,0.77
sabar bohong sumpah kampus,angry,0.82
takut hasil jelek pikir malam keluarga,anxious,0.9
lelah hadap orang egois kampus keluarga,angry,0.79
hilang semangat lucu pas jalan,sad,0.67
marah banget kerja beranta sumpah pagi,angry,0.93
bikin pikir rumah,angry,0.67
cemas coba santai rumah teman kantor,anxious,0.82
cemas random malam,anxious,0.83
tonton youtube banget bareng teman keluarga,neutral,0.37
hilang semangat banget asli bareng teman,sad,0.61
duduk dengar musik pikir rumah teman kantor,neutral,0.32
bingung takut ambil putus kampus,anxious,0.92
marah banget kerja beranta sumpah kantor keluarga,angry,0.69
geram banget layan lucu kantor,angry,0.82
khawatir kondisi banget,anxious,0.74
bikin pas jalan,angry,0.67
berat banget jalan coba santai kantor teman kantor,sad,0.73
besok jadwal meeting rutin pikir pagi,neutral,0.37
kesal banget banget,angry,0.76
marah banget kerja beranta jujur rumah,angry,0.9
produktif suasana hati bagus banget pas jalan keluarga,happy,0.27
malam pikir sedih jujur rumah,sad,0.55
baca berita santai ya,neutral,0.24
pagi,neutral,0.45
sedih banget ya rumah,sad,0.69
bikin lucu rumah teman kantor,angry,0.76
baca berita santai banget asli pagi,neutral,0.25
kesal banget orang tidak tepat malam teman kantor,angry,0.76
terima kasih ya bikin hari bareng teman,happy,0.11
cemas pikir pagi,anxious,0.76
marah banget kerja beranta random rumah,angry,0.87
kesal banget orang tidak tepat ya pagi,angry,0.85
kesal banget bareng teman teman kantor,angry,0.76
cemas pikir ya bareng teman keluarga,anxious,0.8
duduk dengar musik lucu malam,neutral,0.45
orang bikin emosi banget malam,angry,0.87
marah banget kerja beranta jujur bareng teman teman kantor,angry,0.89
tonton youtube pas jalan,neutral,0.33
terima kasih ya bikin hari serius bareng teman,happy,0.1
malam,sad,0.68
cuaca lumayan panas pikir pagi,neutral,0.42
lelah hadap orang egois random kantor teman kantor,angry,0.91
lucu kampus keluarga,sad,0.82
sumpah,sad,0.58
sedih banget pikir bareng teman,sad,0.71
marah kantor,angry,0.67
senyum pas jadi kampus,happy,0.23
sumpah pagi teman kantor,sad,0.6
jujur bareng teman,sad,0.79
senang banget ketemu teman sumpah,happy,0.16
senyum pas jadi ya bareng teman keluarga,happy,0.14
geram banget layan lucu malam teman kantor,angry,0.91
random rumah,sad,0.84
pikir susah tidur ya rumah,anxious,0.79
malam pikir sedih pagi,sad,0.67
kabar keluarga pagi serius pas jalan,happy,0.27
senyum pas jadi kantor,happy,0.17
serius malam,neutral,0.31
sedih banget kantor,sad,0.65
emosi lihat komentar orang pikir kampus teman kantor,angry,0.95
orang bikin emosi banget ya bareng teman teman kantor,angry,0.92
marah banget kerja beranta random kantor keluarga,angry,0.92
selesai makan siang pikir pagi,neutral,0.38
kabar keluarga pagi lucu rumah,happy,0.16
produktif suasana hati bagus ya,happy,0.07
marah coba santai teman kantor,angry,0.68
jujur rumah,neutral,0.35
bingung takut ambil putus jujur kantor teman kantor,anxious,0.78
kesal banget orang tidak tepat pikir kantor,angry,0.69
kabar keluarga pagi serius kampus teman kantor,happy,0.09
lolos interview kerja serius keluarga,happy,0.12
minggu seru banget serius rumah keluarga,happy,0.23
istirahat sebentar kampus,sad,0.8
makan favorit bikin bahagia kampus,happy,0.07
kabar keluarga pagi random pagi,happy,0.09
senyum pas jadi pikir pagi keluarga,happy,0.24
habis beres kamar kerja pikir kantor keluarga,neutral,0.23
khawatir kondisi coba santai pagi,anxious,0.87
besok jadwal meeting rutin banget asli pas jalan,neutral,0.44
cemas pikir banget asli rumah,anxious,0.86
baca berita santai banget pagi,neutral,0.4
cemas rumah teman kantor,anxious,0.72
kosong banget pas jalan,sad,0.81
susah pindah on jadi banget pagi,sad,0.7
lelah puas hasil bagus serius,happy,0.19
minggu seru banget malam,happy,0.29
deg degan tunggu hasil umum pikir pagi keluarga,anxious,0.88
kecewa banget hasil lucu kantor,sad,0.79
khawatir kondisi teman kantor,anxious,0.9
lelah hadap orang egois serius kantor,angry,0.69
marah banget kerja beranta coba santai kantor,angry,0.8
cemas pikir jujur malam,anxious,0.7
senang banget ketemu teman serius malam,happy,0.23
hilang semangat pikir teman kantor,sad,0.77
cemas pikir pikir kantor teman kantor,anxious,0.94
susah pindah on jadi coba santai bareng teman,sad,0.69
bikin coba santai rumah,angry,0.83
selesai makan siang banget asli pagi,neutral,0.41
baca berita santai ya bareng teman,neutral,0.4
cemas serius pas jalan teman kantor,anxious,0.85
sabar bohong serius kantor,angry,0.9
tonton youtube pagi teman kantor,neutral,0.37
emosi lihat komentar orang banget asli rumah teman kantor,angry,0.78
terima kasih ya bikin hari sumpah,happy,0.23
tugas selesai lega banget serius kampus keluarga,happy,0.24
kabar keluarga pagi kampus teman kantor,happy,0.28
pagi pergi sebentar minimarket banget kampus keluarga,neutral,0.28
tidak ada spesial serius bareng teman,neutral,0.32
istirahat sebentar lucu pagi,sad,0.8
cuaca lumayan panas jujur kampus teman kantor,neutral,0.26
senyum pas jadi kantor keluarga,happy,0.2
lolos interview kerja teman kantor,happy,0.17
tugas selesai lega banget,happy,0.2
lelah pikir kampus teman kantor,sad,0.55
senyum pas jadi pikir malam keluarga,happy,0.23
istirahat sebentar random rumah,sad,0.66
marah sumpah,angry,0.9
kesal banget orang tidak tepat random kampus,angry,0.72
bikin banget asli bareng teman,angry,0.83
minggu seru banget pikir,happy,0.25
anxious banget meeting lucu bareng teman teman kantor,anxious,0.74
kesal banget orang tidak tepat jujur kampus teman kantor,angry,0.91
malam pikir sedih kampus,sad,0.82
berat banget jalan lucu bareng teman,sad,0.72
bingung takut ambil putus lucu pas jalan keluarga,anxious,0.79
sedih banget pagi keluarga,sad,0.77
cemas pikir serius kampus,anxious,0.79
bikin serius bareng teman keluarga,angry,0.85
takut gagal presentasi besok coba santai rumah,anxious,0.94
sabar bohong banget asli kampus,angry,0.8
malam pikir sedih bareng teman keluarga,sad,0.76
duduk dengar musik pikir pagi,neutral,0.42
kosong sumpah kampus keluarga,sad,0.81
tidak ada spesial jujur pas jalan teman kantor,neutral,0.37
cemas pikir coba santai pagi,anxious,0.84
pikir susah tidur jujur pas jalan,anxious,0.9
geram banget layan lucu kantor teman kantor,angry,0.74
marah banget kerja beranta coba santai malam teman kantor,angry,0.9
lucu kantor keluarga,sad,0.7
makan favorit bikin bahagia bareng teman,happy,0.13
kabar keluarga pagi banget asli pas jalan,happy,0.23
geram banget layan kantor,angry,0.76
malam pikir sedih pas jalan teman kantor,sad,0.83
baca berita santai pagi teman kantor,neutral,0.24
khawatir kondisi banget bareng teman teman kantor,anxious,0.96
terima kasih ya bikin hari pikir pas jalan,happy,0.3
senang banget ketemu teman kampus keluarga,happy,0.13
senang banget ketemu teman coba santai bareng teman,happy,0.16
lelah puas hasil bagus rumah,happy,0.27
sedih banget lucu pagi teman kantor,sad,0.68
baca berita santai coba santai keluarga,neutral,0.24
kosong jujur malam,sad,0.57
duduk dengar musik kampus,neutral,0.24
kesal banget serius bareng teman,angry,0.86
kecewa banget hasil pikir,sad,0.68
pikir susah tidur pikir kantor keluarga,anxious,0.89
pagi,sad,0.77
pikir susah tidur ya malam keluarga,anxious,0.77
lelah pikir pagi,sad,0.69
hilang semangat kampus teman kantor,sad,0.59
baca berita santai jujur kantor keluarga,neutral,0.31
lelah hadap orang egois coba santai kampus,angry,0.7
kosong banget kampus,sad,0.59
random bareng teman,sad,0.59
kecewa banget hasil coba santai malam,sad,0.73
makan favorit bikin bahagia random pagi,happy,0.28
marah banget kerja beranta ya keluarga,angry,0.66
senyum pas jadi lucu malam,happy,0.2
jujur kampus keluarga,sad,0.66
marah pikir kampus keluarga,angry,0.67
khawatir kondisi banget pagi,anxious,0.84
cemas pikir random pagi,anxious,0.96
lolos interview kerja pikir kampus keluarga,happy,0.2
marah banget kerja beranta pikir kampus teman kantor,angry,0.89
kecewa banget hasil banget asli rumah,sad,0.57
malam pikir sedih lucu bareng teman,sad,0.79
geram banget layan banget malam,angry,0.94
sedih banget banget malam,sad,0.58
geram banget layan pikir kantor,angry,0.76
selesai makan siang malam keluarga,neutral,0.35
sabar bohong pikir pas jalan teman kantor,angry,0.88
emosi lihat komentar orang pikir bareng teman,angry,0.85
senang banget ketemu teman random pagi teman kantor,happy,0.15
lolos interview kerja lucu pagi teman kantor,happy,0.29
anxious banget meeting kantor keluarga,anxious,0.96
besok jadwal meeting rutin serius malam teman kantor,neutral,0.27
anxious banget meeting sumpah pas jalan teman kantor,anxious,0.9
cemas jujur malam,anxious,0.73
gugup coba santai bareng teman,anxious,0.77
sedih banget,sad,0.79
kesal banget orang tidak tepat pikir malam,angry,0.94
tonton youtube rumah keluarga,neutral,0.44
duduk dengar musik bareng teman keluarga,neutral,0.2
kesal banget orang tidak tepat serius pas jalan,angry,0.74
lolos interview kerja sumpah rumah,happy,0.22
sabar bohong pikir pas jalan,angry,0.79
deg degan tunggu hasil umum banget asli,anxious,0.9
pagi pergi sebentar minimarket jujur,neutral,0.32
cemas sumpah malam teman kantor,anxious,0.93
takut gagal presentasi besok pas jalan teman kantor,anxious,0.75
orang bikin emosi banget coba santai pagi teman kantor,angry,0.92
emosi lihat komentar orang ya pas jalan,angry,0.84
khawatir kondisi random bareng teman,anxious,0.85
senyum pas jadi jujur kantor teman kantor,happy,0.26
lolos interview kerja pikir malam,happy,0.08
kabar keluarga pagi pikir kantor,happy,0.06
bingung takut ambil putus pikir keluarga,anxious,0.71
susah pindah on jadi banget malam keluarga,sad,0.66
takut gagal presentasi besok random kampus,anxious,0.89
gugup serius keluarga,anxious,0.96
deg degan tunggu hasil umum banget asli pas jalan,anxious,0.91
kosong banget asli pagi teman kantor,sad,0.58
istirahat sebentar bareng teman,sad,0.74
selesai makan siang bareng teman,neutral,0.42
gugup pikir teman kantor,anxious,0.95
cuaca lumayan panas pikir pas jalan,neutral,0.42
tonton youtube lucu,neutral,0.27
pagi pergi sebentar minimarket banget pas jalan,neutral,0.25
makan favorit bikin bahagia random pas jalan,happy,0.15
bingung takut ambil putus pikir kantor teman kantor,anxious,0.72
takut hasil jelek sumpah kantor,anxious,0.72
berat banget jalan sumpah teman kantor,sad,0.57
anxious banget meeting malam,anxious,0.89
tidak ada spesial banget pas jalan teman kantor,neutral,0.34
bingung takut ambil putus banget asli malam teman kantor,anxious,0.87
tidak ada spesial banget asli rumah,neutral,0.43
gugup sumpah pas jalan,anxious,0.71
geram banget layan pikir malam,angry,0.9
berat banget jalan ya malam,sad,0.68
lelah hadap orang egois sumpah malam,angry,0.76
selesai makan siang lucu,neutral,0.24
emosi lihat komentar orang malam,angry,0.68
cuaca lumayan panas ya pagi teman kantor,neutral,0.4
kesal banget coba santai pas jalan,angry,0.7
berat banget jalan jujur kampus,sad,0.69
cuaca lumayan panas banget asli kampus teman kantor,neutral,0.22
berat banget jalan pas jalan keluarga,sad,0.75
sedih banget malam,sad,0.66
bingung takut ambil putus kantor teman kantor,anxious,0.75
produktif suasana hati bagus coba santai malam,happy,0.15
geram banget layan pas jalan,angry,0.84
besok jadwal meeting rutin serius keluarga,neutral,0.35
deg degan tunggu hasil umum ya rumah,anxious,0.82
makan favorit bikin bahagia pikir bareng teman,happy,0.29
sabar bohong banget asli pagi keluarga,angry,0.89
pikir susah tidur banget asli bareng teman,anxious,0.92
senyum pas jadi kantor,happy,0.12
produktif suasana hati bagus coba santai pagi teman kantor,happy,0.12
cemas pikir pikir kantor,anxious,0.91
gugup rumah,anxious,0.9
tidak ada spesial pikir malam,neutral,0.43
lelah puas hasil bagus pikir pas jalan keluarga,happy,0.22
orang bikin emosi banget lucu pagi,angry,0.88
tugas selesai lega banget jujur,happy,0.16
sabar bohong jujur malam,angry,0.91
marah ya pas jalan,angry,0.72
berat banget jalan ya rumah keluarga,sad,0.71
hilang semangat serius rumah,sad,0.63
baca berita santai pikir bareng teman,neutral,0.22
orang bikin emosi banget random bareng teman,angry,0.81
pikir susah tidur sumpah rumah,anxious,0.76
sabar bohong sumpah rumah teman kantor,angry,0.75
kabar keluarga pagi ya pagi teman kantor,happy,0.29
istirahat sebentar banget kampus,sad,0.71
minggu seru banget sumpah kampus,happy,0.24
terima kasih ya bikin hari ya kampus,happy,0.12
deg degan tunggu hasil umum malam,anxious,0.88
terima kasih ya bikin hari rumah keluarga,happy,0.23
pikir susah tidur pikir malam,anxious,0.8
geram banget layan malam,angry,0.74
kesal banget serius bareng teman keluarga,angry,0.74
kecewa banget hasil pikir pas jalan keluarga,sad,0.62
sabar bohong coba santai pagi teman kantor,angry,0.76
cuaca lumayan panas bareng teman teman kantor,neutral,0.41
takut gagal presentasi besok ya rumah,anxious,0.77
bingung takut ambil putus banget asli kantor,anxious,0.96
baca berita santai lucu,neutral,0.39
berat banget jalan coba santai bareng teman keluarga,sad,0.57
tugas selesai lega banget lucu kampus,happy,0.08
lelah kampus keluarga,sad,0.67
kecewa banget hasil banget pagi,sad,0.83
bikin rumah,angry,0.94
selesai makan siang jujur pagi,neutral,0.42
selesai makan siang coba santai malam,neutral,0.23
orang bikin emosi banget random kampus,angry,0.79
marah banget kerja beranta random kantor teman kantor,angry,0.94
gugup banget asli kantor,anxious,0.76
sabar bohong sumpah pas jalan teman kantor,angry,0.76
habis beres kamar kerja kampus teman kantor,neutral,0.34
kecewa banget hasil jujur kantor,sad,0.71
bingung takut ambil putus banget teman kantor,anxious,0.94
sabar bohong banget rumah,angry,0.74
orang bikin emosi banget pikir pas jalan keluarga,angry,0.81
tugas selesai lega banget pagi,happy,0.24
takut gagal presentasi besok banget pagi teman kantor,anxious,0.75
anxious banget meeting pikir pagi,anxious,0.71
lelah puas hasil bagus coba santai kampus,happy,0.28
gugup coba santai kampus,anxious,0.78
habis beres kamar kerja sumpah rumah,neutral,0.41
tidak ada spesial banget asli pagi teman kantor,neutral,0.2
anxious banget meeting banget kampus,anxious,0.77
tugas selesai lega banget pikir kampus keluarga,happy,0.26
emosi lihat komentar orang coba santai pas jalan,angry,0.75
besok jadwal meeting rutin serius pas jalan keluarga,neutral,0.36
