text,emotion_label,stress_label
lagi duduk sambil denger musik banget tadi pagi sama keluarga,neutral,0.28
capek ngadepin orang yang egois banget pas perjalanan sama temen kantor,angry,0.67
rasanya sedih banget akhir akhir ini dari tadi kepikiran di kampus sama keluarga,sad,0.6
cemas mikirin masa depan banget asli sama keluarga,anxious,0.9
rasanya pengen marah terus jujur aja bareng temen sendiri,angry,0.7
habis beresin kamar dan lanjut kerja padahal udah coba santai waktu malam sama keluarga,neutral,0.43
hari ini berat banget dijalanin banget asli waktu malam sama temen kantor,sad,0.83
habis beresin kamar dan lanjut kerja sih di kampus sama keluarga,neutral,0.3
akhirnya lolos interview kerja tapi yaudahlah pas perjalanan sama dia,happy,0.16
kecewa banget sama hasilnya dan kepikiran terus pas perjalanan sama keluarga,sad,0.62
akhir minggu ini seru banget serius tadi pagi sama keluarga,happy,0.08
orang itu bikin emosi banget serius di kampus sama keluarga,angry,0.86
makasih ya udah bikin hariku lebih baik dari tadi kepikiran di kantor sendiri,happy,0.28
tadi pagi pergi sebentar ke minimarket banget asli waktu malam sama temen kantor,neutral,0.4
deg degan nunggu hasil pengumuman jujur aja di kantor sama keluarga,anxious,0.74
makasih ya udah bikin hariku lebih baik di rumah sendiri,happy,0.24
masih susah move on dari kejadian itu waktu malam sama temen kantor,sad,0.56
kesel banget sama orang yang ga tepat waktu tapi yaudahlah sama keluarga,angry,0.73
khawatir sama kondisi sekarang serius di kantor sama temen kantor,anxious,0.74
anxious banget sebelum meeting tadi dan kepikiran terus di rumah sama keluarga,anxious,0.78
besok ada jadwal meeting rutin jujur aja di kampus,neutral,0.42
aku cuma pengen istirahat sebentar hari ini di kampus sama dia,sad,0.84
orang itu bikin emosi banget wkwk waktu malam sama temen kantor,angry,0.77
hari ini ga ada hal spesial banget tadi pagi,neutral,0.21
senyum sendiri pas inget kejadian tadi dan kepikiran terus pas perjalanan sendiri,happy,0.22
sekarang lagi nonton youtube agak random sih pas perjalanan sama dia,neutral,0.38
kehilangan semangat buat ngapa ngapain banget pas perjalanan sama temen kantor,sad,0.57
capek sih tapi puas hasilnya bagus dan kepikiran terus di rumah sama dia,happy,0.27
khawatir sama kondisi sekarang dan kepikiran terus waktu malam sama temen kantor,anxious,0.74
bingung dan takut ambil keputusan agak random sih tadi pagi sama keluarga,anxious,0.75
takut gagal di presentasi besok padahal udah coba santai waktu malam sendiri,anxious,0.88
senyum sendiri pas inget kejadian tadi sumpah di kampus sama keluarga,happy,0.23
kenapa sih harus bikin masalah terus tapi yaudahlah pas perjalanan sama keluarga,angry,0.69
takut gagal di presentasi besok banget tadi pagi sama keluarga,anxious,0.73
rasanya gugup terus hari ini hari ini sama temen kantor,anxious,0.93
akhir akhir ini overthinking terus tapi yaudahlah di kampus sendiri,anxious,0.81
habis beresin kamar dan lanjut kerja hari ini tadi pagi sendiri,neutral,0.36
hari ini biasa aja seperti biasanya sih di kantor,neutral,0.35
kenapa sih harus bikin masalah terus hari ini bareng temen sama dia,angry,0.69
marah banget karena kerjaan berantakan tadi pagi sama keluarga,angry,0.87
malam ini kepikiran terus jadi sedih padahal udah coba santai di kantor sama temen kantor,sad,0.74
seneng banget hari ini ketemu temen lama dari tadi kepikiran,happy,0.18
hari ini ga ada hal spesial jujur aja tadi pagi sama dia,neutral,0.39
akhir akhir ini overthinking terus hari ini tadi pagi sendiri,anxious,0.94
rasanya pengen marah terus hari ini di rumah sendiri,angry,0.86
capek ngadepin orang yang egois hari ini pas perjalanan sama keluarga,angry,0.93
kesal banget hari ini dan kepikiran terus tadi pagi sama dia,angry,0.65
kepikiran banyak hal sampai susah tidur waktu malam sama keluarga,anxious,0.73
tadi pagi pergi sebentar ke minimarket banget asli sendiri,neutral,0.32
rasanya kosong aja hari ini sih di kampus sama dia,sad,0.72
kenapa sih harus bikin masalah terus dari tadi kepikiran sama temen kantor,angry,0.76
kecewa banget sama hasilnya banget asli di rumah sama dia,sad,0.62
ngerasa sendirian akhir akhir ini serius bareng temen sendiri,sad,0.58
makan favorit hari ini bikin bahagia waktu malam sendiri,happy,0.19
kesal banget hari ini dari tadi kepikiran,angry,0.67
makasih ya udah bikin hariku lebih baik banget bareng temen,happy,0.07
malam ini kepikiran terus jadi sedih banget waktu malam sama temen kantor,sad,0.73
aku cuma pengen istirahat sebentar banget di rumah sama temen kantor,sad,0.57
hari ini berat banget dijalanin dan kepikiran terus bareng temen sama dia,sad,0.68
seneng banget hari ini ketemu temen lama di rumah sendiri,happy,0.19
kepikiran banyak hal sampai susah tidur banget di kantor sama dia,anxious,0.88
hari ini berat banget dijalanin sama dia,sad,0.64
capek sama keadaan sekarang dan kepikiran terus waktu malam sama dia,sad,0.7
kesel banget sama orang yang ga tepat waktu tapi yaudahlah pas perjalanan sama keluarga,angry,0.91
deg degan nunggu hasil pengumuman banget asli pas perjalanan sendiri,anxious,0.95
rasanya kosong aja hari ini serius bareng temen sama dia,sad,0.82
habis beresin kamar dan lanjut kerja padahal udah coba santai di rumah sama keluarga,neutral,0.37
hari ini produktif dan mood bagus serius di rumah sendiri,happy,0.24
bingung dan takut ambil keputusan tapi yaudahlah bareng temen sama dia,anxious,0.73
orang itu bikin emosi banget serius waktu malam sendiri,angry,0.91
takut kalau hasilnya jelek tapi yaudahlah tadi pagi sama temen kantor,anxious,0.97
besok ada jadwal meeting rutin hari ini pas perjalanan sama dia,neutral,0.22
capek ngadepin orang yang egois banget asli tadi pagi sama keluarga,angry,0.79
akhir minggu ini seru banget banget asli di kampus sama dia,happy,0.06
kesel banget sama orang yang ga tepat waktu sih,angry,0.67
hari ini ga ada hal spesial serius di rumah sendiri,neutral,0.34
bingung dan takut ambil keputusan sih bareng temen sendiri,anxious,0.81
makan favorit hari ini bikin bahagia serius di kantor sama temen kantor,happy,0.24
malam ini kepikiran terus jadi sedih banget di kantor sama dia,sad,0.67
rasanya pengen marah terus banget asli waktu malam sama keluarga,angry,0.78
rasanya sedih banget akhir akhir ini banget asli di rumah sendiri,sad,0.78
lagi duduk sambil denger musik wkwk di kantor,neutral,0.25
kesel banget sama orang yang ga tepat waktu wkwk,angry,0.66
rasanya sedih banget akhir akhir ini serius bareng temen sendiri,sad,0.82
aku cuma pengen istirahat sebentar hari ini pas perjalanan,sad,0.57
kecewa banget sama hasilnya hari ini waktu malam,sad,0.69
lagi duduk sambil denger musik banget bareng temen sama keluarga,neutral,0.3
cemas mikirin masa depan banget di kampus sama dia,anxious,0.81
kesal banget hari ini jujur aja waktu malam sendiri,angry,0.92
akhirnya lolos interview kerja agak random sih pas perjalanan sama keluarga,happy,0.26
akhirnya tugas selesai juga lega banget dari tadi kepikiran di kampus sama temen kantor,happy,0.21
kesal banget hari ini agak random sih di rumah sendiri,angry,0.8
deg degan nunggu hasil pengumuman banget bareng temen sama dia,anxious,0.77
sekarang lagi nonton youtube serius waktu malam,neutral,0.41
lagi baca berita sambil santai padahal udah coba santai bareng temen sama dia,neutral,0.35
takut kalau hasilnya jelek banget asli di kantor sama keluarga,anxious,0.94
rasanya gugup terus hari ini hari ini pas perjalanan sama temen kantor,anxious,0.84
akhirnya tugas selesai juga lega banget padahal udah coba santai di rumah sama dia,happy,0.21
capek sih tapi puas hasilnya bagus sumpah tadi pagi sama keluarga,happy,0.27
rasanya kosong aja hari ini agak random sih tadi pagi sama dia,sad,0.57
akhirnya lolos interview kerja banget bareng temen sendiri,happy,0.09
capek sih tapi puas hasilnya bagus wkwk di kampus sama keluarga,happy,0.19
kesel banget sama orang yang ga tepat waktu sumpah tadi pagi sama keluarga,angry,0.87
aku cuma pengen istirahat sebentar dan kepikiran terus,sad,0.75
makan favorit hari ini bikin bahagia agak random sih di kampus sendiri,happy,0.12
hari ini produktif dan mood bagus banget asli di kampus sama dia,happy,0.23
malam ini kepikiran terus jadi sedih sih di kampus sama keluarga,sad,0.63
ngerasa sendirian akhir akhir ini dan kepikiran terus di rumah,sad,0.75
kenapa sih harus bikin masalah terus padahal udah coba santai tadi pagi sendiri,angry,0.74
capek sih tapi puas hasilnya bagus dari tadi kepikiran tadi pagi sama dia,happy,0.27
ngerasa sendirian akhir akhir ini banget asli di kantor sama temen kantor,sad,0.85
habis beresin kamar dan lanjut kerja hari ini tadi pagi sama keluarga,neutral,0.44
ngerasa sendirian akhir akhir ini hari ini di kampus,sad,0.8
capek sama keadaan sekarang sumpah di kantor sama temen kantor,sad,0.69
lagi duduk sambil denger musik dan kepikiran terus waktu malam sama dia,neutral,0.26
bingung dan takut ambil keputusan tapi yaudahlah di kampus sendiri,anxious,0.84
marah banget karena kerjaan berantakan tapi yaudahlah di kampus sama temen kantor,angry,0.69
capek sama keadaan sekarang sumpah di rumah sendiri,sad,0.56
kepikiran banyak hal sampai susah tidur di kampus sama keluarga,anxious,0.71
anxious banget sebelum meeting tadi hari ini pas perjalanan sama temen kantor,anxious,0.85
seneng banget hari ini ketemu temen lama pas perjalanan sama keluarga,happy,0.24
lagi duduk sambil denger musik banget asli di rumah sama dia,neutral,0.27
capek ngadepin orang yang egois serius di kampus,angry,0.92
hari ini berat banget dijalanin hari ini waktu malam sama dia,sad,0.56
anxious banget sebelum meeting tadi dan kepikiran terus di kantor,anxious,0.74
capek ngadepin orang yang egois jujur aja pas perjalanan sama temen kantor,angry,0.86
geram banget sama pelayanan tadi wkwk di kantor,angry,0.87
deg degan nunggu hasil pengumuman dan kepikiran terus waktu malam,anxious,0.96
udah sabar tapi masih dibohongin jujur aja pas perjalanan sama dia,angry,0.75
malam ini kepikiran terus jadi sedih padahal udah coba santai waktu malam,sad,0.66
capek ngadepin orang yang egois sih di kantor sendiri,angry,0.79
orang itu bikin emosi banget banget pas perjalanan,angry,0.73
akhir akhir ini overthinking terus jujur aja waktu malam sendiri,anxious,0.73
masih susah move on dari kejadian itu jujur aja di rumah sama dia,sad,0.58
rasanya gugup terus hari ini agak random sih pas perjalanan sama temen kantor,anxious,0.95
rasanya gugup terus hari ini banget pas perjalanan sendiri,anxious,0.86
udah sabar tapi masih dibohongin agak random sih di kampus sama dia,angry,0.83
kesel banget sama orang yang ga tepat waktu banget tadi pagi sama keluarga,angry,0.66
kehilangan semangat buat ngapa ngapain agak random sih bareng temen,sad,0.76
hari ini produktif dan mood bagus bareng temen sendiri,happy,0.22
lagi baca berita sambil santai jujur aja di rumah sendiri,neutral,0.33
baru selesai makan siang tadi dan kepikiran terus waktu malam sama temen kantor,neutral,0.21
hari ini produktif dan mood bagus wkwk sama temen kantor,happy,0.2
kepikiran banyak hal sampai susah tidur sih pas perjalanan sendiri,anxious,0.72
capek sih tapi puas hasilnya bagus di kampus sendiri,happy,0.21
rasanya kosong aja hari ini banget di kampus sama keluarga,sad,0.77
emosi lihat komentar orang tadi sumpah di kampus sama dia,angry,0.95
makasih ya udah bikin hariku lebih baik dari tadi kepikiran bareng temen,happy,0.06
khawatir sama kondisi sekarang agak random sih tadi pagi sama keluarga,anxious,0.84
khawatir sama kondisi sekarang tapi yaudahlah di kampus sama keluarga,anxious,0.88
cuaca hari ini lumayan panas di kampus sama dia,neutral,0.25
rasanya gugup terus hari ini wkwk sama dia,anxious,0.74
akhirnya tugas selesai juga lega banget tapi yaudahlah di kampus sama temen kantor,happy,0.15
capek sih tapi puas hasilnya bagus dari tadi kepikiran tadi pagi,happy,0.28
marah banget karena kerjaan berantakan dan kepikiran terus di kantor sama dia,angry,0.91
kesel banget sama orang yang ga tepat waktu jujur aja di kampus sama temen kantor,angry,0.91
rasanya pengen marah terus banget di kampus sama temen kantor,angry,0.77
kesal banget hari ini banget asli pas perjalanan sama keluarga,angry,0.79
kesel banget sama orang yang ga tepat waktu dari tadi kepikiran tadi pagi sama temen kantor,angry,0.78
kenapa sih harus bikin masalah terus banget asli di kantor sendiri,angry,0.83
rasanya kosong aja hari ini sumpah waktu malam sendiri,sad,0.59
seneng banget hari ini ketemu temen lama padahal udah coba santai waktu malam sama dia,happy,0.09
dapat kabar baik dari keluarga tadi pagi sendiri,happy,0.05
tadi pagi pergi sebentar ke minimarket di kampus,neutral,0.28
takut gagal di presentasi besok sumpah di kampus sama keluarga,anxious,0.74
sekarang lagi nonton youtube banget asli bareng temen,neutral,0.41
senyum sendiri pas inget kejadian tadi wkwk tadi pagi sama dia,happy,0.21
orang itu bikin emosi banget sama keluarga,angry,0.77
makasih ya udah bikin hariku lebih baik sih di rumah sama keluarga,happy,0.12
rasanya gugup terus hari ini hari ini tadi pagi,anxious,0.75
lagi duduk sambil denger musik dari tadi kepikiran di kantor sama keluarga,neutral,0.43
aku cuma pengen istirahat sebentar dan kepikiran terus di kampus sama keluarga,sad,0.72
orang itu bikin emosi banget jujur aja bareng temen sama keluarga,angry,0.83
habis beresin kamar dan lanjut kerja tapi yaudahlah pas perjalanan,neutral,0.35
hari ini ga ada hal spesial tapi yaudahlah pas perjalanan sama temen kantor,neutral,0.4
hari ini berat banget dijalanin jujur aja di kantor sama temen kantor,sad,0.61
takut gagal di presentasi besok jujur aja tadi pagi sama keluarga,anxious,0.78
rasanya sedih banget akhir akhir ini jujur aja bareng temen sama temen kantor,sad,0.72
rasanya sedih banget akhir akhir ini banget bareng temen sama keluarga,sad,0.58
rasanya sedih banget akhir akhir ini sumpah sama keluarga,sad,0.59
seneng banget hari ini ketemu temen lama dan kepikiran terus waktu malam,happy,0.29
takut gagal di presentasi besok dan kepikiran terus bareng temen sama keluarga,anxious,0.81
senyum sendiri pas inget kejadian tadi di rumah sama keluarga,happy,0.06
emosi lihat komentar orang tadi dan kepikiran terus di kantor,angry,0.77
khawatir sama kondisi sekarang agak random sih di rumah sendiri,anxious,0.78
akhir akhir ini overthinking terus hari ini di kantor sendiri,anxious,0.88
akhir akhir ini overthinking terus sumpah sendiri,anxious,0.93
emosi lihat komentar orang tadi banget waktu malam sama keluarga,angry,0.74
hari ini ga ada hal spesial sih sama keluarga,neutral,0.21
deg degan nunggu hasil pengumuman wkwk di kantor sama temen kantor,anxious,0.81
takut gagal di presentasi besok sih di rumah sama keluarga,anxious,0.73
rasanya gugup terus hari ini sih bareng temen sama dia,anxious,0.86
makasih ya udah bikin hariku lebih baik sih di kampus sama dia,happy,0.23
habis beresin kamar dan lanjut kerja agak random sih pas perjalanan sama dia,neutral,0.27
senyum sendiri pas inget kejadian tadi banget asli pas perjalanan sama temen kantor,happy,0.25
cuaca hari ini lumayan panas serius waktu malam,neutral,0.41
kesal banget hari ini sih di rumah sama keluarga,angry,0.91
udah sabar tapi masih dibohongin padahal udah coba santai sama temen kantor,angry,0.79
takut kalau hasilnya jelek sih tadi pagi sama dia,anxious,0.92
kesal banget hari ini padahal udah coba santai di kantor,angry,0.69
kesel banget sama orang yang ga tepat waktu banget asli pas perjalanan sama keluarga,angry,0.93
geram banget sama pelayanan tadi banget,angry,0.86
senyum sendiri pas inget kejadian tadi sumpah bareng temen sama temen kantor,happy,0.16
cemas mikirin masa depan serius di kampus sama keluarga,anxious,0.97
akhir akhir ini overthinking terus serius pas perjalanan sama keluarga,anxious,0.82
rasanya kosong aja hari ini sih waktu malam sama keluarga,sad,0.82
hari ini biasa aja seperti biasanya dari tadi kepikiran pas perjalanan,neutral,0.42
kepikiran banyak hal sampai susah tidur sih di kampus,anxious,0.84
deg degan nunggu hasil pengumuman hari ini sama dia,anxious,0.82
seneng banget hari ini ketemu temen lama dan kepikiran terus di kantor,happy,0.29
akhir akhir ini overthinking terus agak random sih tadi pagi sama keluarga,anxious,0.75
takut gagal di presentasi besok padahal udah coba santai di kampus sama temen kantor,anxious,0.82
tadi pagi pergi sebentar ke minimarket sih di kantor sama temen kantor,neutral,0.37
bingung dan takut ambil keputusan padahal udah coba santai di kampus,anxious,0.81
malam ini kepikiran terus jadi sedih banget asli bareng temen sendiri,sad,0.57
makasih ya udah bikin hariku lebih baik dari tadi kepikiran di kampus sendiri,happy,0.15
seneng banget hari ini ketemu temen lama sih waktu malam sendiri,happy,0.19
sekarang lagi nonton youtube sih waktu malam sama dia,neutral,0.3
lagi baca berita sambil santai tapi yaudahlah bareng temen,neutral,0.33
baru selesai makan siang tadi hari ini sama dia,neutral,0.37
cemas mikirin masa depan banget sama dia,anxious,0.9
anxious banget sebelum meeting tadi sumpah tadi pagi,anxious,0.73
masih susah move on dari kejadian itu jujur aja bareng temen sama dia,sad,0.68
malam ini kepikiran terus jadi sedih pas perjalanan sama temen kantor,sad,0.83
bingung dan takut ambil keputusan sumpah di rumah sama keluarga,anxious,0.91
rasanya kosong aja hari ini tadi pagi sama dia,sad,0.7
hari ini biasa aja seperti biasanya banget bareng temen sama dia,neutral,0.32
takut kalau hasilnya jelek sih di rumah sama temen kantor,anxious,0.82
kehilangan semangat buat ngapa ngapain jujur aja di rumah,sad,0.79
khawatir sama kondisi sekarang hari ini sendiri,anxious,0.83
cuaca hari ini lumayan panas dari tadi kepikiran di rumah sendiri,neutral,0.39
makasih ya udah bikin hariku lebih baik padahal udah coba santai di kampus sama dia,happy,0.11
rasanya pengen marah terus tapi yaudahlah di kampus,angry,0.94
makasih ya udah bikin hariku lebih baik serius di rumah sama dia,happy,0.12
seneng banget hari ini ketemu temen lama dan kepikiran terus pas perjalanan sama keluarga,happy,0.12
rasanya sedih banget akhir akhir ini banget waktu malam sama keluarga,sad,0.78
orang itu bikin emosi banget padahal udah coba santai di kampus sendiri,angry,0.82
lagi baca berita sambil santai wkwk di kantor,neutral,0.23
cemas mikirin masa depan tapi yaudahlah di kantor sama keluarga,anxious,0.97
baru selesai makan siang tadi dan kepikiran terus waktu malam,neutral,0.38
kecewa banget sama hasilnya serius di kampus sama dia,sad,0.66
senyum sendiri pas inget kejadian tadi wkwk pas perjalanan sama temen kantor,happy,0.29
takut kalau hasilnya jelek serius di rumah sama dia,anxious,0.94
akhirnya lolos interview kerja sumpah sama keluarga,happy,0.08
dapat kabar baik dari keluarga tadi pagi wkwk bareng temen sama temen kantor,happy,0.08
rasanya sedih banget akhir akhir ini banget pas perjalanan sama temen kantor,sad,0.71
kecewa banget sama hasilnya sumpah tadi pagi sama temen kantor,sad,0.59
orang itu bikin emosi banget wkwk di kampus sama keluarga,angry,0.85
akhirnya tugas selesai juga lega banget serius bareng temen sama keluarga,happy,0.23
sekarang lagi nonton youtube padahal udah coba santai di kantor sama keluarga,neutral,0.34
akhirnya lolos interview kerja hari ini bareng temen sama keluarga,happy,0.07
hari ini ga ada hal spesial banget asli di kantor sama temen kantor,neutral,0.34
tadi pagi pergi sebentar ke minimarket padahal udah coba santai sama temen kantor,neutral,0.27
makasih ya udah bikin hariku lebih baik tapi yaudahlah sendiri,happy,0.17
dapat kabar baik dari keluarga tadi pagi agak random sih bareng temen sama dia,happy,0.26
makan favorit hari ini bikin bahagia dan kepikiran terus di kampus sama dia,happy,0.19
akhirnya tugas selesai juga lega banget dari tadi kepikiran bareng temen sama keluarga,happy,0.19
baru selesai makan siang tadi dari tadi kepikiran bareng temen,neutral,0.41
sekarang lagi nonton youtube banget sendiri,neutral,0.38
cemas mikirin masa depan banget pas perjalanan sama dia,anxious,0.79
sekarang lagi nonton youtube padahal udah coba santai di kantor sama dia,neutral,0.25
hari ini berat banget dijalanin dari tadi kepikiran bareng temen,sad,0.79
habis beresin kamar dan lanjut kerja agak random sih di kampus sama keluarga,neutral,0.41
habis beresin kamar dan lanjut kerja tapi yaudahlah di kantor,neutral,0.39
seneng banget hari ini ketemu temen lama dari tadi kepikiran tadi pagi sama dia,happy,0.09
lagi baca berita sambil santai hari ini bareng temen sama keluarga,neutral,0.2
anxious banget sebelum meeting tadi sumpah di kantor,anxious,0.85
akhirnya lolos interview kerja serius pas perjalanan sama dia,happy,0.06
rasanya pengen marah terus hari ini bareng temen sendiri,angry,0.79
sekarang lagi nonton youtube dan kepikiran terus tadi pagi sendiri,neutral,0.39
takut gagal di presentasi besok hari ini di kampus sama keluarga,anxious,0.71
rasanya gugup terus hari ini banget asli di kantor,anxious,0.81
akhir akhir ini overthinking terus banget waktu malam sendiri,anxious,0.8
besok ada jadwal meeting rutin hari ini tadi pagi sendiri,neutral,0.22
anxious banget sebelum meeting tadi hari ini,anxious,0.88
malam ini kepikiran terus jadi sedih agak random sih sendiri,sad,0.74
baru selesai makan siang tadi tapi yaudahlah pas perjalanan sama temen kantor,neutral,0.44
takut gagal di presentasi besok banget asli tadi pagi sama dia,anxious,0.79
akhirnya lolos interview kerja banget tadi pagi sama keluarga,happy,0.26
rasanya kosong aja hari ini wkwk bareng temen sama dia,sad,0.71
dapat kabar baik dari keluarga tadi pagi tapi yaudahlah sama keluarga,happy,0.17
takut kalau hasilnya jelek banget asli di kantor sendiri,anxious,0.92
rasanya kosong aja hari ini banget asli pas perjalanan sama dia,sad,0.85
kesel banget sama orang yang ga tepat waktu banget asli tadi pagi sama temen kantor,angry,0.95
orang itu bikin emosi banget banget,angry,0.68
kehilangan semangat buat ngapa ngapain banget asli tadi pagi sama keluarga,sad,0.66
takut gagal di presentasi besok hari ini di kampus sama dia,anxious,0.77
seneng banget hari ini ketemu temen lama jujur aja bareng temen,happy,0.26
orang itu bikin emosi banget hari ini sama keluarga,angry,0.82
cemas mikirin masa depan tapi yaudahlah di kampus sama keluarga,anxious,0.79
rasanya kosong aja hari ini serius bareng temen,sad,0.84
cemas mikirin masa depan banget asli tadi pagi sendiri,anxious,0.9
emosi lihat komentar orang tadi banget asli tadi pagi sama dia,angry,0.77
akhir akhir ini overthinking terus hari ini di rumah sama temen kantor,anxious,0.81
akhir akhir ini overthinking terus,anxious,0.83
lagi duduk sambil denger musik jujur aja pas perjalanan,neutral,0.33
hari ini ga ada hal spesial sumpah pas perjalanan sama temen kantor,neutral,0.4
lagi duduk sambil denger musik jujur aja waktu malam sama temen kantor,neutral,0.31
kepikiran banyak hal sampai susah tidur serius bareng temen sendiri,anxious,0.73
anxious banget sebelum meeting tadi hari ini bareng temen sama temen kantor,anxious,0.84
kecewa banget sama hasilnya di kampus sama dia,sad,0.65
kepikiran banyak hal sampai susah tidur banget asli bareng temen sama temen kantor,anxious,0.88
malam ini kepikiran terus jadi sedih tapi yaudahlah pas perjalanan sama temen kantor,sad,0.85
takut kalau hasilnya jelek wkwk di rumah sama dia,anxious,0.77
kehilangan semangat buat ngapa ngapain banget asli bareng temen sendiri,sad,0.73
marah banget karena kerjaan berantakan sih waktu malam sama temen kantor,angry,0.66
geram banget sama pelayanan tadi jujur aja di rumah sama temen kantor,angry,0.94
baru selesai makan siang tadi sendiri,neutral,0.37
hari ini produktif dan mood bagus jujur aja tadi pagi sendiri,happy,0.08
orang itu bikin emosi banget sih waktu malam sendiri,angry,0.7
marah banget karena kerjaan berantakan padahal udah coba santai di kantor sama dia,angry,0.8
makasih ya udah bikin hariku lebih baik banget tadi pagi sama temen kantor,happy,0.12
akhirnya lolos interview kerja banget waktu malam sendiri,happy,0.07
takut kalau hasilnya jelek sama dia,anxious,0.94
kesal banget hari ini agak random sih di kantor sama keluarga,angry,0.75
hari ini ga ada hal spesial padahal udah coba santai di kantor,neutral,0.42
seneng banget hari ini ketemu temen lama wkwk pas perjalanan sendiri,happy,0.09
ngerasa sendirian akhir akhir ini agak random sih di rumah sama temen kantor,sad,0.68
masih susah move on dari kejadian itu tadi pagi sama temen kantor,sad,0.6
kesal banget hari ini wkwk sendiri,angry,0.71
capek sama keadaan sekarang banget di rumah sendiri,sad,0.71
cemas mikirin masa depan padahal udah coba santai sendiri,anxious,0.79
kenapa sih harus bikin masalah terus banget di rumah,angry,0.9
rasanya sedih banget akhir akhir ini padahal udah coba santai tadi pagi sama temen kantor,sad,0.6
akhir akhir ini overthinking terus wkwk di kampus sendiri,anxious,0.79
cuaca hari ini lumayan panas serius di rumah sama temen kantor,neutral,0.29
akhirnya tugas selesai juga lega banget hari ini di kampus,happy,0.19
kesel banget sama orang yang ga tepat waktu jujur aja waktu malam sendiri,angry,0.89
makan favorit hari ini bikin bahagia dan kepikiran terus di rumah sama keluarga,happy,0.19
capek sama keadaan sekarang banget asli tadi pagi,sad,0.63
orang itu bikin emosi banget agak random sih tadi pagi sama dia,angry,0.92
lagi baca berita sambil santai banget asli bareng temen sendiri,neutral,0.21
cemas mikirin masa depan jujur aja waktu malam sama temen kantor,anxious,0.83
geram banget sama pelayanan tadi banget asli di rumah sama temen kantor,angry,0.8
makasih ya udah bikin hariku lebih baik padahal udah coba santai sama dia,happy,0.12
khawatir sama kondisi sekarang banget asli di kampus sama dia,anxious,0.88
marah banget karena kerjaan berantakan di kantor,angry,0.87
ngerasa sendirian akhir akhir ini sumpah,sad,0.58
aku cuma pengen istirahat sebentar dan kepikiran terus tadi pagi sama dia,sad,0.58
sekarang lagi nonton youtube jujur aja di rumah sama dia,neutral,0.39
rasanya gugup terus hari ini hari ini di kampus sama dia,anxious,0.96
kenapa sih harus bikin masalah terus jujur aja pas perjalanan sendiri,angry,0.91
kehilangan semangat buat ngapa ngapain dari tadi kepikiran pas perjalanan sama keluarga,sad,0.65
habis beresin kamar dan lanjut kerja jujur aja di rumah,neutral,0.31
hari ini biasa aja seperti biasanya wkwk waktu malam sama dia,neutral,0.42
ngerasa sendirian akhir akhir ini dari tadi kepikiran bareng temen sama keluarga,sad,0.78
habis beresin kamar dan lanjut kerja padahal udah coba santai di kampus sendiri,neutral,0.4
udah sabar tapi masih dibohongin sih waktu malam sama temen kantor,angry,0.82
hari ini ga ada hal spesial tapi yaudahlah di kantor,neutral,0.44
rasanya pengen marah terus sih tadi pagi sama dia,angry,0.7
hari ini biasa aja seperti biasanya dan kepikiran terus tadi pagi sama dia,neutral,0.41
rasanya pengen marah terus di rumah sendiri,angry,0.85
cuaca hari ini lumayan panas hari ini di rumah sama temen kantor,neutral,0.32
rasanya gugup terus hari ini sumpah di rumah,anxious,0.92
capek sama keadaan sekarang dan kepikiran terus bareng temen sama keluarga,sad,0.63
cuaca hari ini lumayan panas serius bareng temen sama dia,neutral,0.3
baru selesai makan siang tadi jujur aja di kampus sama keluarga,neutral,0.32
udah sabar tapi masih dibohongin dari tadi kepikiran waktu malam sendiri,angry,0.91
rasanya sedih banget akhir akhir ini dan kepikiran terus bareng temen sama dia,sad,0.73
masih susah move on dari kejadian itu hari ini pas perjalanan sama keluarga,sad,0.57
akhirnya tugas selesai juga lega banget jujur aja di kantor sama dia,happy,0.11
akhirnya lolos interview kerja hari ini di kantor sama dia,happy,0.28
makasih ya udah bikin hariku lebih baik agak random sih waktu malam sama temen kantor,happy,0.25
takut kalau hasilnya jelek jujur aja sama temen kantor,anxious,0.98
capek ngadepin orang yang egois tapi yaudahlah di kampus sama temen kantor,angry,0.91
rasanya kosong aja hari ini sih pas perjalanan,sad,0.75
senyum sendiri pas inget kejadian tadi jujur aja di kantor sama temen kantor,happy,0.26
makasih ya udah bikin hariku lebih baik banget pas perjalanan,happy,0.15
tadi pagi pergi sebentar ke minimarket di kantor sama dia,neutral,0.38
takut gagal di presentasi besok serius tadi pagi sama temen kantor,anxious,0.96
rasanya pengen marah terus sih sama temen kantor,angry,0.66
kesel banget sama orang yang ga tepat waktu sumpah di kantor sama dia,angry,0.94
takut gagal di presentasi besok padahal udah coba santai pas perjalanan sama dia,anxious,0.89
besok ada jadwal meeting rutin tapi yaudahlah,neutral,0.24
bingung dan takut ambil keputusan serius bareng temen sama dia,anxious,0.83
kesal banget hari ini tapi yaudahlah sama keluarga,angry,0.92
cuaca hari ini lumayan panas jujur aja di rumah sama temen kantor,neutral,0.33
rasanya kosong aja hari ini dari tadi kepikiran di rumah sendiri,sad,0.64
rasanya gugup terus hari ini tadi pagi sendiri,anxious,0.78
hari ini biasa aja seperti biasanya banget,neutral,0.26
khawatir sama kondisi sekarang agak random sih pas perjalanan sendiri,anxious,0.78
rasanya sedih banget akhir akhir ini hari ini waktu malam sama keluarga,sad,0.6
